center_hz,peak_hz,offset_hz,power_db,noise_floor_db,snr_db,rank
162400000,162654577.637,254577.637,1.14,-17.24,18.38,1
162400000,162606542.969,206542.969,0.61,-17.24,17.85,2
162400000,162702551.270,302551.270,0.08,-17.24,17.32,3
162400000,162797216.797,397216.797,-0.03,-17.24,17.21,4
162400000,162098974.609,-301025.391,-0.26,-17.24,16.98,5
